	cocktail	cluster	x	y
61	Incider Cocktail	3	1.0428434610366821	-17.52157974243164
62	Kup's Indispensable Cocktail	7	-2.9486916065216064	24.988977432250977
63	Knock-Out Cocktail	0	39.1612434387207	-5.72631311416626
64	K. G. B. Cocktail	4	-17.02507781982422	-21.072534561157227
65	Imperial Fizz	2	21.82659149169922	-9.985368728637695
66	Jeyplak Cocktail	7	-2.0377955436706543	27.76350975036621
67	H. P. W. Cocktail	7	-2.057370901107788	27.59626007080078
68	I.A.P.	3	3.0394763946533203	-15.843866348266602
69	Hotel Plaza Cocktail	7	-2.014784812927246	27.87620735168457
70	Hoffman House Cocktail	7	-1.8881574869155884	27.21283721923828
71	Hawaiin Cocktail	6	6.0713419914245605	22.9379940032959
72	White Russian	3	7.6485209465026855	-19.39932632446289
73	Greyhound	7	-6.303434371948242	30.889911651611328
74	Green Devil	0	39.70974349975586	-6.254401206970215
75	Greenback	0	39.83110427856445	-5.618933200836182
76	Grapefruit Cocktail	7	-6.257818698883057	30.921356201171875
77	Hotel D'alsace	3	-0.18598374724388123	-18.078659057617188
78	Jamaica Granito	4	-12.880236625671387	-23.58039093017578
79	Gin Sling	5	-22.042591094970703	-8.248495101928711
80	Gin Milk Punch	5	-21.10232162475586	-6.721406936645508
81	Horse's Neck (With A Kick)	2	17.38348960876465	-8.2963285446167
82	Gin and It	7	-1.9626113176345825	27.29590606689453
83	Gin Cocktail	7	-3.9744579792022705	25.819047927856445
84	West Side	2	20.198657989501953	-14.463944435119629
85	Gimlet 	5	-20.00160789489746	-6.689929485321045
86	Free Silver	5	-22.352846145629883	-6.34979248046875
87	Frankenjack Cocktail	4	-19.424341201782227	-20.795923233032227
88	Fog Horn	8	-11.456284523010254	27.877702713012695
89	Flying Dutchman	7	-4.855891227722168	27.309001922607422
90	Hoot Mon Cocktail	2	18.827482223510742	-10.120672225952148
91	Fifty-Fifty Cocktail	7	-1.4971885681152344	27.028661727905273
92	Favorite Cocktail	4	-18.152389526367188	-21.355653762817383
93	Farmer's Cocktail	7	-2.947726011276245	24.98984146118164
94	Warsaw Cocktail	4	-12.200726509094238	-21.75124168395996
95	Emerald Isle Cocktail	0	39.795013427734375	-6.358713150024414
96	Du Barry Cocktail	7	-2.9468472003936768	24.98994255065918
97	Dry Martini (5-to-1)	7	-1.8691986799240112	27.97365951538086
98	Dixie Cocktail	7	-0.6978809237480164	24.869962692260742
99	Delmonico No. 2	7	-1.9435971975326538	23.646358489990234
100	Hole-In-One	9	-25.754728317260742	24.066020965576172
101	Vodka Stinger	0	38.41290283203125	-6.957286357879639
102	Caruso	0	39.16123962402344	-5.72631311416626
103	Bulldog Highball	7	-5.664449214935303	25.395465850830078
104	Brown Cocktail	7	-2.270106792449951	26.46377182006836
105	Bronx Terrace Cocktail	7	-2.2867848873138428	28.89733123779297
106	Bronx Cocktail (Dry)	7	-0.6986392140388489	24.869958877563477
107	Hill Dog	3	1.463193655014038	-14.443243980407715
108	Blue Devil Cocktail	5	-24.51958465576172	-10.516663551330566
109	Blue Canary	7	-6.279127597808838	30.962080001831055
110	Blue Bird	9	-28.21649169921875	22.038318634033203
111	Bloodhound Cocktail	7	-1.312345266342163	27.085376739501953
112	Billy Taylor	8	-12.332326889038086	28.092880249023438
113	Bijou Cocktail	7	-2.0620462894439697	22.76894187927246
114	Bermuda Rose 	4	-17.356122970581055	-19.04879379272461
115	Vodka Sour	2	20.111343383789062	-14.500770568847656
116	Apricot Anisette Collins	4	-17.027389526367188	-21.074485778808594
117	Alexander's Sister Cocktail	0	39.383907318115234	-6.102627754211426
118	Highland Cooler	2	21.061447143554688	-12.552179336547852
119	Alexander Cocktail No. 1	7	-5.494667053222656	28.569503784179688
120	Adam and Eve	4	-16.350614547729492	-22.00360107421875
121	Vodka Sling	2	20.444398880004883	-13.658185005187988
122	Jack Rose Cocktail	8	-13.923174858093262	29.290607452392578
123	Tempter Cocktail	4	-14.81347370147705	-19.040403366088867
124	Special Rough Cocktail	4	-10.76282787322998	-20.252649307250977
125	Vodka Grasshopper	0	37.99362564086914	-7.690458297729492
126	Singapore Sling	4	-15.278193473815918	-21.82522201538086
127	Saratoga Cocktail	6	9.627220153808594	20.5241756439209
128	High Cotton	9	-28.046749114990234	23.528854370117188
129	Polonaise	4	-13.403731346130371	-22.36577796936035
130	Vodka Gimlet	8	-13.12743091583252	31.125606536865234
131	Merry Widow Cocktail No. 2	4	-13.173905372619629	-20.195819854736328
132	Lugger	4	-14.736083030700684	-19.082704544067383
133	Jamaica Hop	4	-11.0689058303833	-17.691856384277344
134	Hebrides	9	-27.50963020324707	19.92942237854004
135	Hennessy Martini	2	17.32563018798828	-10.153478622436523
136	Vodka Daisy	2	19.69657325744629	-14.100058555603027
137	Heavenly Dram	2	16.524194717407227	-9.291803359985352
138	Classic Cocktail	4	-14.670737266540527	-25.497037887573242
139	Cherry Sling	4	-14.345121383666992	-21.98672103881836
140	Cherry Fizz	4	-14.642295837402344	-21.943378448486328
141	Vodka Cooler	2	20.760467529296875	-13.224874496459961
142	Carrol Cocktail	4	-11.964941024780273	-20.294401168823242
143	Button Hook Cocktail	0	37.5589485168457	-6.044545650482178
144	Bull's Eye	4	-12.42752742767334	-18.37681007385254
145	Brantini	7	-0.08349678665399551	27.84889793395996
146	Heather's Kiss	2	16.51030731201172	-10.748753547668457
147	Brandy Squirt	4	-14.728216171264648	-16.397653579711914
148	Brandy and Soda	4	-12.334511756896973	-18.868690490722656
149	Brandy Milk Punch	4	-12.392827033996582	-15.320602416992188
150	Vodka Collins	2	20.11133575439453	-14.499746322631836
151	Brandy Crusta Cocktail	4	-14.212611198425293	-24.526702880859375
152	Heather Blush	3	2.429405927658081	-16.485036849975586
153	Jack Maples	9	-29.892377853393555	23.731571197509766
154	Brandy Alexander	4	-11.422734260559082	-17.88656997680664
155	Vodka and Tonic	2	18.298269271850586	-15.322254180908203
156	Apricot Cocktail	4	-17.141437530517578	-21.83547592163086
157	Alexander Cocktail No. 2	4	-11.422524452209473	-17.88654327392578
158	After Dinner Cocktail	4	-15.411863327026367	-19.497474670410156
159	Harvest Moon	9	-30.16421890258789	24.842466354370117
160	Red Raider	2	16.45886993408203	-7.000087738037109
161	Vodka and Apple Juice	3	6.016038417816162	-17.327503204345703
162	Mint Julep (Southern Style)	3	0.5189342498779297	-16.742549896240234
163	Limestone	8	-13.916380882263184	28.775129318237305
164	Grounds For Divorce	3	2.3419878482818604	-15.824914932250977
165	Gentleman's Cocktail	0	37.63044738769531	-5.45281982421875
166	Dixie Julep	3	0.7453386187553406	-16.673873901367188
167	Victory Collins	2	19.62359046936035	-14.651676177978516
168	Buddy's Favorite	3	1.5929200649261475	-17.45403480529785
169	Bourbon On The Rocks	3	1.5928858518600464	-17.45405387878418
170	Bourbon Cobbler	2	13.107229232788086	-7.533105373382568
171	Bourbon and Water	3	1.592822790145874	-17.454071044921875
172	Greenpoint	9	-25.681133270263672	24.159671783447266
173	Yellowjacket	6	8.387932777404785	22.777645111083984
174	Velvet Peach Hammer	2	20.112709045410156	-14.499802589416504
175	Grandfather	9	-28.26993179321289	27.54982566833496
176	Goldrush	2	16.541305541992188	-8.198640823364258
177	Sake Martini	7	-4.562916278839111	28.625144958496094
178	Godfather	3	3.598555088043213	-18.36673355102539
179	Jack-In-The-Box	6	7.406418323516846	23.293964385986328
180	Saronno	4	-11.919209480285645	-18.965805053710938
181	Saronno Colada (Nutty Colada)	6	6.8807454109191895	23.96712875366211
182	Saronno Mist	3	3.598585605621338	-18.366731643676758
183	Saronno Rose	8	-12.849770545959473	28.160470962524414
184	Gilchrist	4	-15.807316780090332	-23.42208480834961
185	Frisco Sour	2	16.49599838256836	-8.145203590393066
186	Fratelli Cocktail	7	-0.0856909528374672	29.491741180419922
187	Francis The Mule	9	-24.584184646606445	20.3429012298584
188	Fox River Cocktail	9	-25.336950302124023	21.716564178466797
189	Flying Scotchman	9	-27.793794631958008	24.858415603637695
190	The Final Ward	2	17.96627426147461	-10.683963775634766
191	Martini 	7	-1.5940650701522827	28.070850372314453
192	Fancy Whiskey	9	-24.132936477661133	21.219749450683594
193	Mandarine Sour	2	17.656017303466797	-10.537720680236816
194	Mandarine Mist	3	2.698423147201538	-15.810144424438477
195	Underneath The Mango Tree	8	-13.043586730957031	31.394161224365234
196	Fancy-Free Cocktail	9	-26.02370262145996	21.397592544555664
197	Honeymoon Cocktail	4	-11.036572456359863	-22.469701766967773
198	Twister	2	18.29865837097168	-15.321955680847168
199	Everybody's Irish Cocktail	0	39.16925048828125	-7.195193290710449
200	Trident	9	-25.051668167114258	26.351211547851562
201	Top Banana	3	7.631995677947998	-15.396173477172852
202	Emperor Norton's Mistress	3	1.304814100265503	-18.803918838500977
203	Easterner	3	6.322692394256592	-11.535598754882812
204	Toasted Drop	2	17.83148765563965	-18.064725875854492
205	Eastern Sour	8	-13.87490177154541	27.756696701049805
206	K. C. B. Cocktail	4	-17.024808883666992	-21.0675106048584
207	Easter Elchies	9	-26.621002197265625	23.47730827331543
208	Dufftown Flip	3	1.9215610027313232	-12.454899787902832
209	Harvard Cooler	4	-9.918477058410645	-22.620391845703125
210	The Duboudreau Cocktail	3	-0.6524944305419922	-17.060503005981445
211	Irish Whisky 	9	-28.657760620117188	20.90349578857422
212	Dubliner	9	-26.667102813720703	24.535785675048828
213	Double Standard Sour	0	39.8795051574707	-4.7854766845703125
214	Dixie Whiskey Cocktail	0	38.658992767333984	-4.497492790222168
215	Hill Billy Highball	3	2.3574771881103516	-15.88007926940918
216	The Titian	8	-11.534261703491211	32.22391891479492
217	Tiger Tanaka	6	7.387407302856445	24.540163040161133
218	Grenadine Rickey	8	-13.949382781982422	29.392404556274414
219	Thyme Collins	2	17.720182418823242	-16.869075775146484
220	Tabby Cat	9	-24.70023536682129	24.133525848388672
221	God Child	3	5.192580223083496	-18.217884063720703
222	Sweet Maria	3	4.881849765777588	-18.589664459228516
223	Dirty Harry	7	1.509978175163269	30.463489532470703
224	Harvard Cocktail	4	-13.906515121459961	-23.788463592529297
225	Gin and Milk Punch	5	-21.10164451599121	-6.722008228302002
226	Surf Rider	2	18.858272552490234	-12.577421188354492
227	Dinah Cocktail	2	20.988590240478516	-10.68360710144043
228	Tea Saronno	3	3.3612961769104004	-19.57818603515625
229	The Summer Of Love	3	8.941959381103516	-16.46175193786621
230	Devil's Soul	3	5.216949939727783	-13.686938285827637
231	Deshler	9	-28.30735969543457	22.829715728759766
232	T.N.T. No. 1	3	2.4761674404144287	-15.143136024475098
233	Stupid Cupid	2	20.72502899169922	-16.04531478881836
234	Derby	9	-24.661453247070312	21.88828468322754
235	Stockholm 75	2	19.653024673461914	-16.685726165771484
236	The Delmarva Cocktail	0	38.81178665161133	-5.521949291229248
237	Sputnik	3	7.42740535736084	-16.12165641784668
238	Gotham	4	-14.804794311523438	-23.74464988708496
239	De La Louisiane	9	-28.03803253173828	27.332130432128906
240	The Debonair	2	17.745807647705078	-9.0007905960083
241	Soviet	2	18.229793548583984	-12.913495063781738
242	Daisy Dueller	2	22.030630111694336	-11.953411102294922
243	Sonic Blaster	6	9.97871208190918	24.150808334350586
244	Creole Lady	3	0.8442793488502502	-18.358705520629883
245	Rum Coooler	1	28.949148178100586	-0.8915174007415771
246	Siberian Sleighride	0	37.99343490600586	-7.690366268157959
247	Cotton Club Flip	8	-14.921143531799316	26.624086380004883
248	Golden Dawn	4	-17.83636474609375	-19.049772262573242
249	Sidecar	2	16.18946647644043	-12.697256088256836
250	Shalom	2	16.845239639282227	-13.027894020080566
251	Commodore Cocktail	2	15.507508277893066	-7.620169162750244
252	Sea Breeze	8	-12.674784660339355	32.94083023071289
253	Screwdriver	3	7.388089656829834	-15.762401580810547
254	Coffee Old-Fashioned	9	-26.295337677001953	20.59571075439453
255	Dry Martini	7	-1.1162281036376953	27.257347106933594
256	Salty Dog	2	15.52771282196045	-16.703615188598633
257	Dr. Cook	5	-23.39386558532715	-10.836726188659668
258	Dillatini Cocktail	7	-1.0210227966308594	27.492843627929688
259	Chi-Town Flip	2	21.032474517822266	-10.551616668701172
260	Chef's Pain	8	-13.916287422180176	28.77509880065918
261	Sampan Shipwreck A	6	7.4369378089904785	25.284439086914062
262	Chas	3	1.661217451095581	-19.939193725585938
263	Goat's Delight	4	-9.055819511413574	-18.334697723388672
264	Russian Bear Cocktail	3	5.81279993057251	-19.390209197998047
265	Character Development	9	-25.317033767700195	27.86505889892578
266	Ruby Red	3	8.163567543029785	-13.546609878540039
267	Chaplin	9	-25.107086181640625	20.82135772705078
268	Rouxby Red	2	15.474468231201172	-16.695297241210938
269	Rosemary Clementine Sparkle	2	14.840479850769043	-14.908163070678711
270	Chapel Hill	2	16.907808303833008	-6.586256980895996
271	Robin's Nest	3	5.995591163635254	-19.6075382232666
272	Chancellor Cocktail	9	-27.48794174194336	25.46812629699707
273	Cafe di Saronno	3	3.554415225982666	-19.10188102722168
274	Carre Reprise	9	-27.666173934936523	26.054044723510742
275	Gilroy Cocktail	9	-25.72287940979004	24.62824058532715
276	Redhead Martini	2	20.556495666503906	-15.971209526062012
277	Red Apple	2	18.23573875427246	-13.58178424835205
278	Canal Street Daisy	2	18.15707015991211	-11.17647647857666
279	Canadian Cocktail	9	-29.127037048339844	22.296913146972656
280	Purple Ruby	8	-12.61603832244873	33.09687805175781
281	Canadian Cherry	2	18.465579986572266	-11.202959060668945
282	Orange Smile	3	3.8708384037017822	-12.783085823059082
283	Purple Passion Iced Tea	2	22.546220779418945	-14.62270736694336
284	Canadian Breeze	6	10.052837371826172	21.02730369567871
285	Purple Passion	3	7.667861461639404	-12.120625495910645
286	Cameron's Kick Cocktail	9	-25.30294418334961	23.215675354003906
287	Georgia Mint Julep	4	-11.61257266998291	-18.85736083984375
288	California Lemonade	2	24.403209686279297	-11.720308303833008
289	Boston Side Car 	1	32.04601287841797	-3.7755181789398193
290	Cablegram	2	20.435514450073242	-10.471344947814941
291	Bull And Bear	2	15.626391410827637	-6.761642932891846
292	Brooklyn	7	1.2982149124145508	30.590078353881836
293	Brighton Punch	4	-12.8588228225708	-22.761520385742188
294	Bourbon Renewal	9	-24.07750129699707	21.337432861328125
295	Bourbon Highball	2	17.384492874145508	-8.296100616455078
296	Bourbon And Elder	9	-24.531238555908203	21.776874542236328
297	Bourbon Crusta	9	-25.607694625854492	20.515270233154297
298	Bourbon Cooler	2	13.1076021194458	-7.532058238983154
299	Froupe Cocktail	4	-11.964104652404785	-20.29372215270996
300	Bourbon A La Creme	3	1.865286946296692	-18.524066925048828
301	The Bone	8	-13.860686302185059	28.383655548095703
302	Bobby Burns Cocktail	2	18.825706481933594	-10.121744155883789
303	Bloody Scotsman	8	-14.04532241821289	30.27800750732422
304	White Cargo Cocktail	7	-6.772780895233154	27.762649536132812
305	Blood and Sand	4	-12.631078720092773	-20.698375701904297
306	The Blinker	3	5.987977981567383	-11.081538200378418
307	Pike's Peak Cooler	5	-19.09328269958496	-11.001197814941406
308	Blarney Stone Cocktail	9	-27.917695999145508	20.727317810058594
309	Pacman	9	-24.31903648376465	22.758745193481445
310	Lemonade (Golden)	5	-18.878847122192383	-10.312712669372559
311	Black Hawk	7	-3.9753708839416504	29.769512176513672
312	Lemonade (Egg)	5	-18.878982543945312	-10.312810897827148
313	Bensonhurst	7	1.5132039785385132	30.457918167114258
314	Chocolate Daisy	4	-15.193161964416504	-15.849191665649414
315	The Beautiful Day	3	0.46387434005737305	-13.461248397827148
316	French Quarter	4	-13.88427734375	-22.616796493530273
317	Creme de Gin Cocktail	0	40.47465896606445	-5.590729713439941
318	Creamy Screwdriver	3	6.803264141082764	-15.268540382385254
319	Creamy Orange	4	-12.957926750183105	-21.598968505859375
320	Creamsicle	3	5.964015960693359	-14.402137756347656
321	Cowboy Cocktail	3	2.6980111598968506	-15.810291290283203
322	Beals Cocktail	7	0.6286580562591553	29.42391586303711
323	Coronation Cocktail	7	-1.6769779920578003	30.19574737548828
324	Cornell Cocktail	5	-23.394184112548828	-10.836675643920898
325	Combo	9	-29.247791290283203	26.08321762084961
326	Basin Street	2	16.834224700927734	-7.059635639190674
327	Cole's Raspberry Cream	3	5.9629130363464355	-20.391969680786133
328	Cognac Coupling	2	17.324623107910156	-10.153450965881348
329	Coffee Sour	4	-14.698265075683594	-14.23576831817627
330	Coffee Flip	4	-13.650734901428223	-15.114767074584961
331	Coffee Cocktail	4	-13.650697708129883	-15.11474895477295
332	Purple Mask	3	6.038776874542236	-19.543315887451172
333	Clove Cocktail	7	-1.0900862216949463	27.84419822692871
334	Clover Leaf Cocktail	5	-22.147106170654297	-12.562603950500488
335	Clover Club Cocktail	5	-22.03687286376953	-11.059755325317383
336	Priority Cocktail	2	17.027786254882812	-14.431324005126953
337	Clamato Cocktail	3	6.525604248046875	-17.031482696533203
338	Cider Eggnog	5	-17.048381805419922	-9.300230026245117
339	Chocolate Soldier	7	-4.178221225738525	31.41025733947754
340	Chocolate Flip	5	-20.074731826782227	-11.21363353729248
341	Chocolate Cocktail	5	-17.36219596862793	-9.876686096191406
342	Chicago Fizz	5	-18.095157623291016	-11.016683578491211
343	Pretty In Pink	2	17.718875885009766	-14.581107139587402
344	Cherry Wine Cocktail	8	-12.589518547058105	30.569761276245117
345	Cherry Flip	4	-13.215706825256348	-15.191375732421875
346	Cherry Cooler	3	9.156681060791016	-18.692338943481445
347	Polynesian Cocktail	8	-11.974003791809082	30.85443878173828
348	Chateau Briand's Rum Cow	1	28.92369842529297	-7.01734733581543
349	Champagne Velvet	3	4.290310382843018	-15.365572929382324
350	Pink Pussycat	6	8.94456672668457	24.92689323425293
351	Back Porch Swizzle	6	5.900524139404297	24.5584659576416
352	Canadian Pineapple	6	9.854966163635254	21.071834564208984
353	Calm Voyage	2	21.466543197631836	-5.882327079772949
354	Pink Lemonade	2	20.23036766052246	-17.716150283813477
355	Caledonia	4	-11.752826690673828	-16.619426727294922
356	Caf_ di Amaretto 	3	3.4619967937469482	-19.472562789916992
357	Cafe De Paris Cocktail	5	-21.71666145324707	-11.743627548217773
358	Aztec's Mark	3	2.152763605117798	-18.218517303466797
359	Fontainebleau Special	4	-11.964481353759766	-20.29385757446289
360	Suntan	3	6.271050930023193	-13.545072555541992
361	Sunburn	3	6.428645610809326	-11.574790954589844
362	Suissesse Cocktail	3	2.7454047203063965	-13.839947700500488
363	Strawberry Sunries	3	2.3759875297546387	-16.758188247680664
364	Autumn Leaves	9	-29.246036529541016	25.112462997436523
365	Pickled Pink	9	-25.11792755126953	26.031919479370117
366	Aquarius	4	-13.507562637329102	-20.218717575073242
367	Soul Kiss Cocktail	7	-0.16825589537620544	31.36838150024414
368	Pickled Martini	3	6.813910961151123	-18.2755126953125
369	Sloe Gin Flip	5	-19.520294189453125	-8.911096572875977
370	Angel's Share	9	-25.941917419433594	21.6058406829834
371	Silver Stallion Fizz	7	-6.84584379196167	27.73563575744629
372	Silver King Cocktail	5	-21.5727596282959	-9.262216567993164
373	American Trilogy	3	-0.9184347987174988	-14.863654136657715
374	Silver Fizz	5	-20.651140213012695	-9.539935111999512
375	Sherry Twist Cocktail	4	-11.946475982666016	-22.478696823120117
376	Sherry Sangaree	3	0.31753799319267273	-14.786749839782715
377	Sherry Milk Punch	3	0.6059613227844238	-14.784443855285645
378	Petit Zinc	3	8.488516807556152	-15.936793327331543
379	Sherry Flip	5	-17.34811019897461	-9.884564399719238
380	Sherry-and-Egg Cocktail	3	1.462287187576294	-14.4434232711792
381	Americana	9	-28.331012725830078	23.45627212524414
382	Allegheny	4	-12.513786315917969	-22.221921920776367
383	Sevilla Cocktail	5	-17.43817901611328	-10.496162414550781
384	September Morn Cocktail	1	30.576627731323242	-3.414407730102539
385	Peach Iced Tea	2	15.376419067382812	-14.173364639282227
386	Fantasio Cocktail	0	37.938072204589844	-5.521521091461182
387	Scotch Bird Flyer	5	-18.14788055419922	-9.058135032653809
388	Algonquin	6	7.101566791534424	23.565731048583984
389	Savannah	5	-22.973079681396484	-12.352435111999512
390	Pink Rose Fizz	5	-20.65120506286621	-9.54001235961914
391	Ninotchka Cocktail	2	17.33411407470703	-13.649806022644043
392	Prairie Oyster	4	-10.002618789672852	-15.821535110473633
393	Prairie Chicken	5	-20.927173614501953	-13.244665145874023
394	Pousse L'Amour	4	-12.842581748962402	-16.644817352294922
395	Puerto Apple	1	29.986116409301758	-2.502006769180298
396	Akogare	2	18.096311569213867	-8.862914085388184
397	Prado	2	13.481230735778809	-10.179603576660156
398	Port Wine Flip	5	-17.770721435546875	-9.634764671325684
399	Port Wine Cobbler	3	0.4877563416957855	-15.353312492370605
400	Nijinksy Blini	2	17.730131149291992	-14.310345649719238
401	Affinity Cocktail (whisky)	9	-26.66728401184082	24.535301208496094
402	Plain Vermouth Cocktail	9	-26.667430877685547	24.535295486450195
403	Ping-Pong Cocktail	5	-22.29277992248535	-10.453082084655762
404	Moscow Mule	8	-12.921137809753418	30.570552825927734
405	Phoebe Snow	4	-10.640165328979492	-19.059032440185547
406	Affinity Cocktail	9	-25.44671058654785	22.687137603759766
407	Peggy Cocktail	7	-1.6768821477890015	30.195974349975586
408	Peach Blow Fizz	5	-22.043031692504883	-8.249775886535645
409	Peach Blossom	5	-22.042945861816406	-8.25013542175293
410	Passion Mimosa	3	4.3860979080200195	-14.843825340270996
411	Mocha Express	3	7.473884105682373	-18.900535583496094
412	Palmer Cocktail	9	-24.760356903076172	22.89092445373535
413	Mr. 404	2	20.559370040893555	-13.603893280029297
414	Mountain Cocktail	2	19.02547264099121	-10.03770637512207
415	Morning Glory Fizz	5	-18.87905502319336	-10.3134765625
416	Adderly Cocktail	9	-25.447322845458984	22.686079025268555
417	Fancy Brandy	9	-29.245996475219727	22.498828887939453
418	Montreal Gin Sour	5	-20.651046752929688	-9.539984703063965
419	Montezuma	3	3.076824188232422	-13.96822452545166
420	Miss Jones	2	16.441574096679688	-14.843174934387207
421	Mint Gin Cocktail	7	-0.3034173548221588	26.877695083618164
422	Mint Collins	5	-23.580659866333008	-9.02275276184082
423	Million-Dollar Cocktail	7	2.0572218894958496	25.341960906982422
424	Millionaire Cocktail	3	2.998469829559326	-12.881016731262207
425	Academic Review	9	-29.462997436523438	23.835817337036133
426	Milk Punch	3	-0.05548592284321785	-15.63992977142334
427	Merry Widow Fizz	5	-21.408811569213867	-9.200840950012207
428	May Blossom Fizz	2	15.134139060974121	-9.254997253417969
429	Mary Garden Cocktail	7	-0.32328277826309204	30.726455688476562
430	19th Century	2	15.467022895812988	-7.739169120788574
431	Manila Fizz	5	-18.941856384277344	-7.492652416229248
432	1626	9	-30.347063064575195	26.03940200805664
433	Maracuya Mosquito	8	-12.180691719055176	32.189971923828125
434	Madras	8	-12.032036781311035	30.349515914916992
435	Absinthe Cocktail	9	-26.799083709716797	22.822668075561523
436	Lychee Lucy	6	7.9756340980529785	24.379859924316406
437	Vodka Martini	3	6.744952201843262	-18.114986419677734
438	The Loop	9	-24.443344116210938	26.560110092163086
439	Long Island Iced Tea	1	28.909873962402344	-8.679338455200195
440	Fallen Leaves	4	-11.96476936340332	-20.294008255004883
441	L'italienne	9	-24.856678009033203	25.187108993530273
442	Rum Dubonnet	2	20.441307067871094	-8.161800384521484
443	Ruby Fizz	5	-20.936595916748047	-10.451030731201172
444	Limoncello Manzanilla Marmalade Sour	2	15.829395294189453	-17.29837417602539
445	Royal Purple Punch	2	18.20443344116211	-8.363411903381348
446	Royal Gin Fizz	5	-20.651350021362305	-9.53989028930664
447	Royal Cocktail	5	-20.6524600982666	-9.536405563354492
448	Royal Clover Club Cocktail	5	-22.147274017333984	-12.562592506408691
449	Lights On The Plaza	2	20.877466201782227	-14.721034049987793
450	Rococo	3	8.587997436523438	-15.609114646911621
451	Rock & Rye Cooler	2	18.298030853271484	-15.322367668151855
452	Rock & Rye Cocktail	7	0.6286109089851379	29.423904418945312
453	Le Paradini	3	5.57822847366333	-16.42547607421875
454	Red Swizzle	5	-19.65781021118164	-5.995006084442139
455	Lemon Drop	2	19.88644027709961	-15.179656028747559
456	Rebel Charge 	2	16.989192962646484	-6.241548538208008
457	Rattlesnake Cocktail	5	-18.879806518554688	-10.312028884887695
458	Ramos Fizz	5	-19.96735191345215	-9.204018592834473
459	San Francisco	7	-1.944944977760315	23.646732330322266
460	Sand-Martini Cocktail	7	-0.8974287509918213	29.05620574951172
461	Sake Martini (Sakini)	7	-4.562405109405518	28.62542152404785
462	Lemon Crush	2	18.02817726135254	-17.754114151000977
463	Rye Whiskey Cocktail	9	-27.558870315551758	23.9461612701416
464	Leaves Of Grass	9	-27.199920654296875	21.66745376586914
465	Widow's Dream	3	2.7466280460357666	-13.840641975402832
466	Whiskey Flip	5	-17.771522521972656	-9.634599685668945
467	L.A. Sunrise	6	11.002420425415039	22.449155807495117
468	White Rose Cocktail	5	-23.513431549072266	-12.140898704528809
469	White Plush	3	-0.05594109371304512	-15.639925003051758
470	White Elephant	7	-0.20993541181087494	26.422273635864258
471	Whiskey Toddy (cold)	3	0.7514998316764832	-15.675395011901855
472	Kretchma Cocktail	2	17.447635650634766	-13.380375862121582
473	Whiskey Skin	2	17.473976135253906	-11.383737564086914
474	Whiskey Milk Punch	3	0.7508413791656494	-15.675765991210938
475	Katana	8	-13.403094291687012	31.30965232849121
476	Ethel Duffy Cocktail	0	37.277381896972656	-5.960994720458984
477	Daiquiri	1	28.42786979675293	-4.56630802154541
478	Wembley Cocktail	4	-18.56393814086914	-20.055519104003906
479	Weep-No-More Cocktail	4	-10.236860275268555	-18.697805404663086
480	Jungle Juice	6	12.020772933959961	22.46443748474121
481	Wedding Belle Cocktail	4	-14.135445594787598	-21.154869079589844
482	Waterloo	1	30.196048736572266	-5.737433433532715
483	Waterbury Cocktail	4	-15.146148681640625	-15.272953033447266
484	Washington Cocktail	9	-28.991933822631836	25.963214874267578
485	The Jamaican Ten Speed	1	31.904966354370117	-7.8973002433776855
486	Twin Six Cocktail	7	0.6958017945289612	25.090564727783203
487	Jackie-O	2	19.427865982055664	-18.294937133789062
488	Tropical Heart	3	5.1230058670043945	-11.922530174255371
489	Trois Rivieres	3	-1.0745604038238525	-17.917922973632812
490	Tovarich Cocktail	8	-12.781859397888184	30.430145263671875
491	Italian Screwdriver	8	-12.401362419128418	33.56427764892578
492	T.N.T. Cocktail No. 2	3	3.2395570278167725	-14.941006660461426
493	T.N.T. Cocktail No. 1	3	2.6987357139587402	-15.810526847839355
494	Ibiza	3	8.199963569641113	-12.983504295349121
495	Thunder	4	-13.154461860656738	-14.411375045776367
496	Huntsman Cocktail	1	28.393733978271484	-4.7043914794921875
497	Tequila Fizz	2	13.602045059204102	-10.200963973999023
498	Humpty Dumpty	9	-24.830598831176758	25.128602981567383
499	Tequila Cocktail	2	13.60216999053955	-10.200322151184082
500	Temptation Cocktail	3	-0.929470419883728	-17.82682228088379
501	Tchoupitolas Street Guzzle	1	29.509449005126953	-1.272186517715454
502	Tahitian Tea	3	7.600919723510742	-14.471449851989746
503	Limey 	1	31.219324111938477	-4.503674507141113
504	Headless Horseman	9	-25.10128402709961	26.00831413269043
505	Love Cocktail	5	-22.350860595703125	-10.403477668762207
506	Los Angeles Cocktail	5	-18.574583053588867	-11.20792293548584
507	Long Island Tea	2	23.14930534362793	-14.771722793579102
508	Harvey Wallbanger	3	7.387816905975342	-15.762935638427734
509	Lime Giant	2	18.295921325683594	-15.322603225708008
510	Lil Naue	4	-13.809690475463867	-15.447957038879395
511	Harrington	3	7.348228931427002	-17.241676330566406
512	El Profesor	9	-24.760906219482422	22.890344619750977
513	Leap Year Cocktail	7	-0.23172912001609802	23.99187660217285
514	Lasky Cocktail	7	-5.685298919677734	29.827539443969727
515	Lady Love Fizz	5	-20.65131187438965	-9.540139198303223
516	Handball Cooler	3	7.387669563293457	-15.761943817138672
